SurveyName,SurveyId,DHS_CountryCode,SurveyYear,SurveyType,SurveyStatus,CountryName,SurveyYearLabel,clusterid,latitude,longitude,region,urban_rural,young_child_wt.clustcount,had_fever_wt.clustcount,public_treat_wt.clustcount,any_treat_wt.clustcount,had_fever_wt.clustprop,fever_public_treat_wt.clustprop,fever_any_treat_wt.clustprop
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,106,-17.898826,49.411395,31,2,26.556656,3.793808,0,1.896904,0.14285714285714285,0,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,107,-17.848489,49.133048,31,2,69.509812,17.938016,0,0,0.25806451612903231,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,108,-17.116589,49.805304,32,1,3.827439,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,109,-15.334862,49.791198,32,2,25.12302,7.73016,3.86508,3.86508,0.30769230769230765,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,110,-16.144564,49.708863,32,2,17.62231,7.048924,0,1.762231,0.40000000000000008,0,0.25
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,111,-16.037401,49.356945,32,2,26.341854,13.170927,1.197357,2.394714,0.5,0.090909090909090898,0.1818181818181818
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,112,-17.376802,49.390738,32,1,2.665553,0.484646,0.484646,0.484646,0.18181818181818182,1,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,113,-17.393864,49.411294,32,1,3.862224,0.482778,0.241389,0.241389,0.125,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,114,-17.309573,49.236070,32,2,27.393649,2.883542,1.441771,1.441771,0.10526315789473684,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,115,-17.543911,49.217539,32,2,36.30138,3.630138,0,0,0.099999999999999992,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,116,-17.591201,48.875538,32,2,79.33814,9.067216,0,0,0.1142857142857143,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,117,-17.623707,48.201544,33,2,33.65806,3.365806,0,1.682903,0.10000000000000001,0,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,118,-17.648492,48.160054,33,2,7.861364,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,119,-17.316021,48.540795,33,2,47.053728,3.921144,0,0,0.083333333333333329,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,120,-17.824674,48.415996,33,1,3.757089,0.715636,0,0.536727,0.19047619047619049,0,0.74999999999999989
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,121,-17.834871,48.426147,33,1,6.223868,1.310288,0,0.982716,0.21052631578947364,0,0.75000000000000011
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,122,-17.591242,48.504941,33,2,9.798528,3.609984,1.547136,1.547136,0.36842105263157898,0.4285714285714286,0.4285714285714286
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,123,-17.959919,48.473910,33,2,23.626998,3.500296,0.875074,1.750148,0.14814814814814814,0.25,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,124,-18.946836,48.236175,33,1,7.273669,1.678539,0,1.119026,0.23076923076923078,0,0.66666666666666674
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,125,-18.867788,48.003287,33,2,31.521412,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,126,-19.252811,47.969586,33,2,35.28063,3.92007,0,2.61338,0.1111111111111111,0,0.66666666666666663
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,127,-19.392699,48.070271,33,2,116.684736,7.292796,0,2.430932,0.0625,0,0.33333333333333331
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,128,-15.702896,46.320916,41,1,5.079158,1.813985,0.725594,1.451188,0.35714285714285715,0.39999999999999997,0.79999999999999993
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,129,-15.712030,46.312129,41,1,5.792696,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,130,-15.715470,46.313029,41,1,0.827307,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,131,-15.726158,46.313601,41,1,5.12855,3.07713,0.512855,2.564275,0.59999999999999998,0.16666666666666666,0.83333333333333326
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,132,-15.714475,46.315753,41,1,4.802908,0.436628,0.436628,0.436628,0.090909090909090912,1,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,133,-15.702466,46.351621,41,1,4.995841,0.881619,0,0.293873,0.1764705882352941,0,0.33333333333333331
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,134,-15.723019,46.339784,41,1,10.466673,0.996826,0,0.498413,0.095238095238095233,0,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,135,-15.998489,45.500176,41,2,102.36996,11.37444,0,0,0.1111111111111111,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,136,-16.442812,46.492925,41,2,55.414425,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,137,-16.103292,46.680488,41,1,10.570574,1.112692,0.556346,0.556346,0.10526315789473684,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,138,-16.051858,46.603204,41,2,30.535336,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,139,-16.278825,46.571333,41,2,67.800568,6.163688,3.081844,3.081844,0.090909090909090912,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,140,-15.768371,47.040959,41,2,48.84147,6.512196,0,0,0.13333333333333333,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,141,-15.561688,47.626200,42,1,5.20126,0.520126,0,0,0.099999999999999992,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,142,-15.871207,48.106714,42,2,33.55198,3.05018,0,0,0.090909090909090912,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,143,-15.861524,48.818809,42,1,1.579435,0.430755,0,0.28717,0.27272727272727276,0,0.66666666666666663
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,144,-15.716671,48.978332,42,2,38.581134,14.214102,4.061172,4.061172,0.36842105263157898,0.2857142857142857,0.2857142857142857
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,145,-16.404655,48.985022,42,2,21.535806,0.742614,0.742614,0.742614,0.034482758620689655,1,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,146,-15.075707,47.535044,42,2,64.488606,9.212658,3.070886,3.070886,0.14285714285714285,0.33333333333333331,0.33333333333333331
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,147,-14.993150,48.518320,42,2,52.606136,7.173564,4.782376,4.782376,0.13636363636363635,0.66666666666666674,0.66666666666666674
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,148,-14.872626,47.988009,42,1,1.474146,0.491382,0,0,0.33333333333333331,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,149,-14.948089,48.176086,42,2,72.909536,9.59336,0,0,0.13157894736842105,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,150,-14.636737,48.820788,42,2,46.6052,3.728416,1.864208,1.864208,0.080000000000000002,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,151,-16.006600,47.637962,42,2,26.111553,2.008581,0,2.008581,0.076923076923076913,0,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,152,-16.941107,46.832005,43,1,1.69674,0.509022,0.339348,0.509022,0.29999999999999999,0.66666666666666663,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,153,-17.399960,47.208476,43,2,65.618232,19.138651,0,2.734093,0.29166666666666663,0,0.14285714285714288
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,154,-16.489567,47.529460,43,2,97.033464,2.695374,2.695374,2.695374,0.02777777777777778,1,1
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,156,-18.065057,44.025438,44,1,9.02445,0,0,0,0,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,157,-18.136618,44.119939,44,2,70.421664,2.934236,0,0,0.041666666666666657,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,158,-23.354875,43.680849,51,1,3.432504,0.429063,0,0,0.125,0,0
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,159,-23.357685,43.685583,51,1,7.308336,0.913542,0,0.456771,0.125,0,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,160,-23.356377,43.681809,51,1,3.868469,0.703358,0.351679,0.351679,0.18181818181818182,0.5,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,161,-23.339526,43.700218,51,1,4.698562,1.281426,0.427142,0.854284,0.27272727272727271,0.33333333333333337,0.66666666666666674
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,162,-23.343787,43.671661,51,1,12.8814,2.061024,0.515256,1.030512,0.16000000000000003,0.25,0.5
MD2011MIS,396,MD,2011,MIS,Completed,Madagascar,2011,163,-21.653477,45.142269,51,2,49.057852,2.885756,0,0,0.058823529411764712,0,0
